bookId,title,author,publisher,publicationYear,description,price,quantity,picture,categoryId
GD55,"Thay Đổi Để Thành Công - Đánh Thức Sức Mạnh Tiềm Thức Trong Con Người Của Bạn ","
Maxwell Maltz ","NXB Tri Thức",2007,"Cuốn sách đã thay đổi cuộc đời của hơn 30 triệu người khai thác năng lực của tiềm thức để:

Hoàn thiện bản thân.
Học cách sử dụng quá khứ tích cực.
Đặt ra và hoàn thành những mục tiêu xứng đáng.
Để cảm thông, tự trọng và tha thứ.
Trau dồi năng lực suy nghĩ duy lý.
Khám phá bí quyết cùa cuộc sống hạnh phúc và thành công
Bạn sẽ thấy được sự khác biệt đó khi đọc Thay Đổi Để Thành Công - Đánh Thức Sức Mạnh Tiềm Thức Trong Con Người Của Bạn viết bởi Maxwell Maltz, một tác gia trứ danh đồng thời là một Tiến sĩ y khoa nổi tiếng. Cuốn sách được nhận định là một tác phẩm kinh điển của dòng sách self-help. Kể từ lần đầu ra mắt vào năm 1960, hơn 35 triệu bản cùa Thay Đổi Để Thành Công đã được bán ra trên toàn thế giới. Giá trị của cuốn sách được khẳng định khi độc giả thuộc mọi tầng lớp trong xã hội của Thay Đổi Để Thành Công đã gặt hái được những thành công hơn bao giờ hết. Cuốn sách cũng góp phần làm thay đổi ngành công nghiệp xuất bản sách self-help.

Thành công trong cuộc sống là điều mà ai cũng muốn hướng tới, một tư duy và thái độ tiêu cực sẽ đẩy thành công ra xa khỏi tầm tay của bạn và ngược lại thói quen, niềm đam mê, sự linh hoạt và thái độ ứng xử của mỗi người sẽ quyết định độ thành công của mỗi người. Dưới đây là những ý tưởng chính trong cuốn sách ""Thay Đổi Để Thành Công - Đánh Thức Sức Mạnh Tiềm Thức Trong Con Người Của Bạn"" giúp các bạn có những ý tưởng mới để thay đổi tư duy, trở nên thành công và hạnh phúc hơn.

Những ý tưởng giúp bạn thay đổi để thành công

Ý tưởng 1: Nhận thức về bản thân
Hầu hết mọi người đều có nhận thức tiêu cực về bản thân mình. Từ khi còn nhỏ chúng ta đã chịu những ảnh hưởng tiêu cực từ môi trường bên ngoài, qua thời gian điều đó đã làm chúng ta có suy nghĩ tiêu cực về bản thân mình. Những suy nghĩ đó đã vô tình tạo ra những rào cản xung quanh chúng ta cho đến suốt cuộc đời nếu chúng ta không thay đổi nó. Điều đó đã ngăn cản chúng ta thực hiện ước mơ của mình, ngăn cản chúng ta sống cuộc sống mà chúng ta mong muốn.

=> Những nhận thức tiêu cực, những giới hạn bạn tự đặt ra là hoàn toàn không có thật và để thành công thì bạn phải thay đổi nhận thức về bản thân mình, xóa bỏ đi những rào cản do chính bạn đặt ra.

Ý tưởng 2: Tiềm thức
Bộ não của chúng ta hoạt động gồm: 20% suy nghĩ logic + 80% tiềm thức. Tiềm thức quyết định chính đến hành động và từ đó tạo ra kết quả chúng ta đang có. Nếu bạn không thay những nguyên nhân từ sâu trong tiềm thức của mình thì sẽ không thay đổi được kết quả bạn đang có.

=> Để thay đổi những kết quả ở bên ngoài bạn phải thay đổi những nguyên nhân từ sâu trong tiềm thức của mình.

Ý tưởng 3: Bản năng để thành công
Mỗi người sinh ra đều đã có sẵn bản năng để thành công. Hãy nhớ rằng trước khi thành công thì thất bại chắc chắn sẽ xảy ra nhưng điều quan trọng là thay vì để ý đến những lần thất bại bạn phải học cách tập trung vào làm sao để có thể thành công.

Cuốn sách “Thay Đổi Để Thành Công - Đánh Thức Sức Mạnh Tiềm Thức Trong Con Người Của Bạn” được nhận định là một tác phẩm kinh điển của dòng sách self-help. Kể từ lần đầu tiên ra mắt vào năm 1960, hơn 35 triệu bản đã được bán ra trên toàn thế giới. Giá trị của cuốn sách được khẳng định khi hàng triệu độc giả thuộc mọi tầng lớp trong xã hội thay đổi cuộc đời của họ. Cuốn sách sẽ giúp bạn khai thác năng lực của tiềm thức để:

Hoàn thiện bản thân
Học cách sử dụng quá khứ tích cực
Đặt ra và hoàn thành những mục tiêu xứng đáng
Để cảm thông, tự trọng và tha thứ
Trau dồi năng lực suy nghĩKhám phá bí quyết của cuộc sống hạnh phúc và thành công
Những thói quen tốt cùng với sự linh hoạt trong cuộc sống đưa bạn đến gần hơn với sự thành công. Thành công là một sự linh động có cơ chế điều khiển theo cách riêng của nó. Việc phát triển các tư duy như một la bàn giúp bạn không ngừng định hướng trên con đường kinh doanh và thực hiện mục tiêu tài chính. Những tư duy này cho phép bạn cởi mở, linh hoạt và định hướng chính xác hơn trong cuộc sống. ",848000,14,"img74.jpg",C09
GD56,"Sống Sót Nơi Công Sở ","
Juliana Jiyoon Lee ","NXB Tri Thức",2007,"Khả năng sử dụng tiếng Anh đang dần trở thành một yêu cầu bắt buộc đối với các nhân viên văn phòng. Không ít người dù đã có thời gian học tiếng Anh khá lâu và có trong tay vài loại chứng chỉ quốc tế nhưng vẫn cảm thấy khó khăn khi cần sử dụng ngôn ngữ này vào các tình huống công việc cụ thể. Sống Sót Nơi Công Sở - English Business Conversation - Nói Sao Cho Ngầu sẽ giúp bạn từng bước loại bỏ những trở ngại đó và tự tin lên tiếng thể hiện mình để đạt được thành công trong công việc.

“Đừng chỉ tiếp cận tiếng Anh như một ngôn ngữ mà hãy coi nó là công cụ để giao tiếp trong công việc và trong cuộc sống hằng ngày. Năng lực giao tiếp tiếng Anh lúc này chính là khả năng trình bày nhanh chóng, hiệu quả các nội dung cần truyền đạt bằng những mẫu câu chính xác và ngắn gọn.” Đó chính là tiêu chí mà tác giả đã hướng tới khi xây dựng cuốn sách này. Theo đó, người học sẽ được làm quen với những mẫu câu tiếng Anh hữu dụng theo 5 tình huống giao tiếp thường gặp trong công việc gồm: gọi điện thoại, hội họp, đàm phán, đi công tác và tiếp khách. Ngoài ra, phần II của cuốn sách còn cung cấp 1.700 cấu trúc câu chia theo 35 chủ đề thường gặp như chào hỏi, gặp đối tác, họp bàn, thương thảo, tán gẫu, đi công tác… Nhờ đó, bạn có thể dễ dàng tra cứu và áp dụng ngay những mẫu câu này trong các tình huống thực tế mà mình gặp phải trong quá trình làm việc.

Ưu điểm nổi bật của cuốn sách Sống Sót Nơi Công Sở - English Business Conversation - Nói Sao Cho Ngầu
Cấu trúc câu đa dạng và có tính ứng dụng cao: Không chỉ phân loại theo tình huống phổ biến, mỗi bài học đều chia nội dung theo trình tự của sự việc và các khả năng có thể xảy ra đối với từng tình huống. Chẳng hạn, với chủ đề hội họp, bạn sẽ được làm quen với các mẫu câu có thể sử dụng khi bắt đầu cuộc họp, giới thiệu thành phần tham dự, đề cập về nội dung bàn thảo, đồng tình/phản đối, xin biểu quyết, tiến hành hỏi đáp, kết luận cuối cuộc họp…
Cấu trúc bài học khoa học, kết hợp nhuần nhuyễn giữa học và thực hành giúp người học hiểu và biết cách áp dụng kiến thức tốt hơn. Mỗi bài học đều được triển khai theo ba bước: Học các câu mẫu theo tình huống à Đặt câu theo các câu mẫu đã học à Áp dụng vào hội thoại.
Cung cấp cho người học những mẹo hữu ích để có thể sử dụng ngôn ngữ phù hợp và chuẩn xác, đồng thời độc giả cũng được biết thêm những mẹo hay có thể áp dụng trong công việc của mình.
Tập hợp 1700 cấu trúc câu chia theo 35 chủ đề ở phần II của sách rất phù hợp với những người bận rộn nhưng vẫn có nhu cầu học và sử dụng tiếng Anh trong công việc. Với mỗi tình huống thực tế cần dùng đến tiếng Anh, bạn có thể nhanh chóng tìm được mẫu câu mình cần để có thể áp dụng “nhanh gọn lẹ” vào hoàn cảnh, nhờ đó mà khả năng sử dụng tiếng Anh của bạn sẽ liên tục được cải thiện đáng kể. ",848000,14,"img74.jpg",C09
GD57,"Tổ Chức Công Việc Làm Ăn - Kim Chỉ Nam Của Nhà Doanh Nghiệp ","
Nguyễn Hiến Lê ","NXB Tri Thức",2007,"Cuốn sách sẽ giúp những nhà kinh doanh sửa đổi cách thức làm việc của mình mà tăng năng suất lên gấp hai, gấp ba lần, ngay đối với những người không kinh doanh như công chức, nó cũng không phải là vô dụng vì nó tập cho ta tinh thần biết suy nghĩ, phân tích, tổ chức, cải thiện; mà chính tinh thần đó mới là quan trọng nhất trong bất kì phạm vi hoạt động nào, chứ chẳng phải chỉ riêng trong các xí nghiệp; chính nhờ tinh thần đó mà các quốc gia chậm tiến như nước ta có thể vượt lên  được mà theo kịp các quốc gia tiên tiến.

Sách gồm 10 chương:

Chương 1: Hai học thuyết Fayol và Taylor.
Chương 2: Tổ chức một xí nghiệp.
Chương 3: Bạn hãy tổ chức bạn trước đã.
Chương 4: Công  việc quản lí.
Chương 5: Công việc tài chánh.
Chương 6: Công việc kế toán.
Chương 7: Công việc kĩ thuật.
Chương 8: Công việc thương mại.
Chương 9: Công việc an ninh và xã hội.
Chương 10: Tổ chức lại một xí nghiệp. ",848000,14,"img74.jpg",C09
GD58,"Cuộc Chiến Kim Loại Hiếm - Mặt Tối Của Chuyển Đổi Số Và Năng Lượng Sạch ","
Guillaume Pitron ","NXB Tri Thức",2007,"“Cuộc chiến kim loại hiếm” - Một tác phẩm điều tra sâu sắc, đưa ra góc nhìn khác biệt về mặt trái của cuộc cách mạng công nghệ xanh và số hóa.

Cuốn sách được viết bởi Guillaume Pitron - một nhà báo, đạo diễn phim tài liệu và tác giả người Pháp, chuyên nghiên cứu về tài nguyên thiên nhiên, công nghệ và địa chính trị, dựa trên nghiên cứu kéo dài sáu năm tại hơn một chục quốc gia.

Trong cuốn sách, Guillaume Pitron đã đặt ra mạnh mẽ những vấn đề sống còn về địa chính trị tài nguyên trong thế kỷ 21. Khi kim loại hiếm trở thành tài nguyên chiến lược, các cường quốc như Mỹ và châu Âu đang nỗ lực giảm phụ thuộc vào Trung Quốc bằng cách tái thiết năng lực khai thác và tinh chế trong nước. Cuộc cạnh tranh này không chỉ làm thay đổi quan hệ quốc tế mà còn định hình lại bản đồ quyền lực toàn cầu.

Đáng chú ý, kim loại hiếm đã trở thành một quân bài chiến lược của Trung Quốc trong chiến tranh thương mại với Mỹ. Bắc Kinh từng nhiều lần để ngỏ khả năng hạn chế xuất khẩu kim loại hiếm như một đòn phản công nhắm vào các ngành công nghệ cao của Mỹ.

Ngay sau khi xuất bản, cuốn sách nhanh chóng trở thành tài liệu không thể thiếu trong các cuộc thảo luận về tài nguyên, công nghệ và phát triển bền vững. Nhận được nhiều đánh giá tích cực trên các nền tảng như Goodreads (4.2/5) và Amazon (4.5/5). Tác phẩm cũng đồng thời gợi ra những câu hỏi gai góc: Liệu cách mạng xanh có thật sự xanh? Có phải chúng ta đang thay một dạng ô nhiễm bằng một dạng ô nhiễm khác? Và ai sẽ kiểm soát những tài nguyên chiến lược của tương lai?

Không chỉ mang tính phân tích sắc bén, cuốn sách còn là lời cảnh tỉnh về một cuộc đua âm thầm nhưng quyết liệt - nơi kim loại hiếm không còn là thứ nằm sâu dưới lòng đất, mà là yếu tố định hình cán cân quyền lực toàn cầu.

Bố cục sách bao gồm:

Lời nguyền kim loại hiếm
Góc khuất của các công nghệ xanh và kỹ thuật số
Dịch chuyển ô nhiễm
Phương Tây trong thời kỳ bị cấm vận
Thâu tóm công nghệ cao
Ngày Trung Quốc vượt qua phương Tây
Chạy đua tên lửa thông minh
Mở rộng các khu mỏ
Ngày tàn của những vùng đất thiêng cuối cùng
Bìa sách sử dụng tông màu đỏ và đen với hình ảnh của một tua-bin gió hiện lên ""mặt tối"" của năng lượng sạch và công nghệ số. Hình ảnh tương phản phía dưới là hình bóng của các công nhân khai thác thể hiện cái giá phải trả của công nghệ xanh, nhấn mạnh thông điệp rằng công nghệ xanh không hoàn toàn ""sạch"" như chúng ta nghĩ.

Cuốn sách dành cho các bạn độc giả yêu thích sách phi hư cấu điều tra, quan tâm đến các vấn đề xã hội, công lý toàn cầu môi trường và phát triển bền vững. Đây cũng là tư liệu dành cho các chuyên gia và nhà nghiên cứu trong lĩnh vực công nghệ và năng lượng, những người quan tâm đến địa chính trị và kinh tế toàn cầu, những doanh nhân và nhà đầu tư trong ngành công nghệ và tài nguyên. Và các bạn sinh viên đang học tập trong lĩnh vực liên quan. ",848000,14,"img74.jpg",C09
GD59,"Tư Duy Dã Tràng - Tim Trí Giao Tranh ","
Phan Văn Trường ","NXB Tri Thức",2007,"""Dã tràng xe cát biển Đông
Nhọc lòng mà chẳng nên công cán gì""

Dã tràng luôn bận rộn. Dã tràng có mục tiêu to lớn. Dã tràng nỗ lực vô cùng. Dã tràng vô cùng chuyên tâm. Nhưng tại sao rốt cuộc ""chẳng nên công cán gì?""

Chắc hẳn phải có một lý do nào đó để cá nhân này có cuộc đời mạch lạc và bình thản hơn cá nhân khác có hoàn cảnh tương đương, cho dù trải qua biến động gì. Mọi điều xảy đến từ ngoại cảnh đều được lý giải ở bên trong chúng ta. Vậy ""bên trong"" chúng ta sáng rõ, ngăn nắp thì cách đối xử với cái bên ngoài cũng sẽ kiên định, tỉnh thức như vậy, cho dù giữa cơn bão tố.

Đây là một quyển sách về Tư duy hệ thống và phương pháp lập luận.

Với nhiều ví dụ dễ hiểu và lời văn chân tình, thấu đáo, tác phẩm mới nhất của tác giả Phan Văn Trường là cẩm nang thiết thực của bạn đọc muốn tránh khỏi những bẫy ngụy biện và nhiều điều làm cản trở một cuộc đời vươn hết tiềm năng.

Cuốn sách là viên gạch nối chúng ta với nhau, với xã hội chung quanh, với môi trường toàn cầu, tạo nên một thói quen mà chúng ta đã mất đi hoặc chưa bao giờ có: đó là khả năng lập luận, khả năng minh hoạ, chứng minh, ẩn dụ, suy luận... Chúng ta cần lý trí hoá trở lại những điều chúng ta thường vô tư nhận định mà không dựa vào một nền tảng căn cơ nào, ngoài việc nhân danh trực giác thuần tuý, hoặc tâm linh. Sách sẽ mang hai khía cạnh tưởng như tách bạch hoàn toàn, nhưng thật ra lại bổ sung cho nhau: đó là tư duy hệ thống và những phương pháp suy luận. Cả hai đều cần sử dụng trí tuệ, cả hai đều hiểu vai trò quan trọng của trực giác, nhưng cả hai sẽ cần huy động khả năng trí tuệ liên quan đến lập luận duy lý vô cùng cần thiết. ",848000,14,"img74.jpg",C09
KD01,"Lược sử Kinh tế học lầy lội","Chen Loi & Cộng sự","NXB Hồng Đức",2018,"""Lược sử kinh tế học lầy lội: Khủng hoảng dạy cho ta những gì? – Tập 1"" là cuốn sách độc đáo đưa người đọc khám phá thế giới kinh tế học qua lăng kính hài hước, gần gũi và dễ hiểu. Thay vì dùng những công thức rối rắm hay các mô hình lý thuyết phức tạp, sách chọn cách tiếp cận bằng những câu chuyện có thật về các cuộc khủng hoảng tài chính nổi tiếng trong lịch sử.
Với giọng kể dí dỏm, cách minh họa sinh động, tác phẩm biến những chủ đề tưởng chừng khô khan thành hành trình khám phá thú vị, khiến kinh tế học trở thành một ""người bạn"" thân thiện, dễ trò chuyện và dễ hiểu.",229000,100,"img1.jpg",C01
KD02,"Warren Buffett - Quá Trình Hình Thành Một Nhà Tư Bản Mỹ (Tái Bản)","Minh Diệu, Phương Lan dịch","NXB Công Thương",2021,"Warren Buffett - Quá Trình Hình Thành Một Nhà Tư Bản Mỹ là câu chuyện thú vị về cuộc đời và triết lý đầu tư của nhà lựa chọn cổ phiếu thành công nhất nước Mỹ. Tác giả cuốn sách, phóng viên tờ Wall Street Journal, Roger Lowenstein đã chỉ ra rằng phương pháp đầu tư của Buffett là sự phản chiếu của nhũng giá trị cuộc sống mà ông luôn theo đuổi. Bằng cách vén lên tấm màn bí mật bao quanh con người này, Roger Lowenstein khám phá ra những phẩm chất đáng quý ở ông - nhẫn nại, trung thành, liêm chính, kiên định. Cuốn sách này lần theo mọi dấu vết của cuộc đời một nhà tư bản Mỹ, từ lúc đi giao báo cho đến khi trở thành nhà đầu tư vĩ đại với khôi tài sản khổng lồ luôn nằm trong top 3 của thế giới. Không chỉ là một tuyển tập những giai thoại về tài chính doanh nghiệp, cuốn sách này còn là câu chuyện đầy tính nhân bản khắc họa nên chân dung của một con người thành công nhất thế kỷ XX.",200790,50,"img2.jpg",C01
KD03,"Phương Pháp Đầu Tư Warren Buffett","Robert G.Hagstrom","NXB Công Thương",2021,"Cuốn sách phân tích tường tận phong cách đầu tư của Warren Buffett – người được mệnh danh là “nhà đầu tư vĩ đại nhất thời hiện đại”, từng đưa quỹ Magellan tăng trưởng vượt trội và trở thành biểu tượng về đầu tư giá trị. Hagstrom hệ thống lại 12 nguyên lý cốt lõi của Buffett, giải thích cách chọn doanh nghiệp, xây dựng danh mục đầu tư và xử lý khủng hoảng – bằng ngôn từ dễ tiếp cận cùng ví dụ từ chính Berkshire Hathaway",108200,20,"img3.jpg",C01
KD04,"Binh Pháp Tôn Tử Trong Kinh Doanh","Becky Sheetz-Runkle","Prentice Hall",2020,"Trong thương trường khốc liệt, các doanh nghiệp nhỏ có xu hướng bị đè bẹp bởi quy mô và nguồn lực khiêm tốn. Tuy nhiên, đã đến lúc chủ các doanh nghiệp nhỏ tìm hiểu cách thức nắm bắt các lĩnh vực quan trọng, phục vụ các nhu cầu chưa được đáp ứng và giành chiến thắng.",100300,5,"img4.jpg",C01
KD05,"Bí Quyết Kinh Doanh Trà Sữa - Cà Phê - Bánh Ngọt","Dung Lợi","NXB Thế Giới",2025,"Cuốn sách ""Bí quyết kinh doanh trà sữa, cà phê, bánh ngọt: Hướng dẫn từ A-Z cho người mới bắt đầu"" cung cấp kiến thức và kỹ năng toàn diện để mở và quản lý cửa hàng trà sữa, cà phê, bánh ngọt.",152150,27,"img37.jpg",C01
KD06,"Hành Trình Kinh Doanh Trực Tuyến 28 Ngày","Carrie Green","NXB Công Thương",2020,"Hẳn sẽ có nhiều thắc mắc khi một người bình thường đã tạo ra khối tài sản phi thường. Nhưng, những lý do dưới đây sẽ chỉ rõ, họ đã nắm bắt cơ hội, chớp lấy thời cơ sớm hơn bạn như thế nào:
Tất cả chúng ta đang sống trong một thời đại mà cơ hội tràn ngập khắp mọi nơi và gắn kết hơn bao giờ hết.
Chạm 1 click chuột, nhắn một thông báo và “gửi”, bạn dễ dàng kết nối với hàng triệu thông tin, hàng triệu nguồn kiến thức hữu ích trong cuộc sống và công việc của mình.
Với mạng Internet, ai cũng có thể dễ dàng bắt đầu kinh doanh online tại nhà hay bất cứ đâu trên quy mô toàn cầu.",120000,36,"img38.jpg",C01
KD07,"50 Ý Tưởng Kinh Doanh Đỉnh Nhất","Ian Wallis","NXB Thế Giới",2017,"50 ý tưởng được chọn lọc trong sách về cơ bản là không giống nhau. Có những ý tưởng liên quan đến quá trình cải tiến và bền bỉ lâu dài, trải qua nhiều thế hệ nghiên cứu, phát triển và cải tiến (như máy fax, internet); cũng có những ý tưởng thực chất là các ý niệm, tuy không trực tiếp tác động vào quá trình sản xuất sản phẩm nhưng lại là cốt lõi cho việc nâng cao năng suất và tính sáng tạo trong công sở (điển hình là chính sách bình đẳng và chính sách 20% thời gian sáng tạo của Google).",104300,3,"img39.jpg",C01
KD08,"Kinh Doanh Trong Thời Đại Hậu Sự Thật","Sean Pillot De Chenecey","NXB Công Thương",2025,"Kinh doanh trong thời đại hậu sự thật giới thiệu đến độc giả những case-study điển hình trong hầu như mọi lĩnh vực, chỉ ra một lộ trình tiến về phía trước cho bất kỳ tổ chức nào muốn xây dựng lại tính xác thực của thương hiệu trong một thế giới thiếu niềm tin. Nó đặt ra, giải thích và đề ra phương hướng cho những vấn đề mà doanh nghiệp đang phải đối mặt",196000,2,"img40.jpg",C01
LS01,"Chủng Tộc Và Lịch Sử","Claude Lévi-Strauss","NXB Hà Nội",2025,"Bằng giọng văn chính xác, sáng mà vẫn thấm đẫm nhân văn, “Chủng tộc và lịch sử” không chỉ là một văn bản chống kỳ thị mà còn là bản tuyên ngôn về tính bình đẳng trí tuệ của loài người.
Cuốn sách dành cho các bạn độc giả yêu thích tìm hiểu về nhân chủng học, về lịch sử chủng tộc, độc giả phổ thông.",106250,50,"img29.jpg",C08
LS02,"Xứ Đàng Trong - Lịch Sử Kinh Tế - Xã Hội Việt Nam Thế Kỷ 17 Và 18","Li Tana","NXB Trẻ",2025,"Tác giả là một nhà Việt Nam học khá quen thuộc trong giới nghiên cứu về Việt Nam, trong cũng như ngoài nước. Đề tài tác giả chọn để nghiên cứu trong công trình này là một đề tài khó vì liên quan tới một thời kỳ khá phức tạp trong lịch sử Việt Nam. Thời kỳ hình thành, phát triển và gần như diệt vong của xứ Đàng Trong dưới thời các chúa Nguyễn.
Sách bao quát các lĩnh vực kinh tế, xã hội, chính trị, quân sự... của một vùng đất mới, dần phát triển thành một trung tâm giao thương của khu vực nhờ chính sách khuyến khích ngoại thương của các chúa Nguyễn. Lĩnh vực Li Tana đề cập tới và nhấn mạnh lại là lĩnh vực kinh tế - xã hội, cho tới nay chưa được nhiều tác giả bàn tới một cách sâu sắc.",120000,28,"img30.jpg",C08
LS03,"Di Sản Tư Tưởng Ả Rập Trong Dòng Chảy Lịch Sử Nhân Loại","De Lacy O’Leary","NXB Tri Thức",2025,"Cuốn sách “Di sản Tư tưởng Ả Rập trong dòng chảy lịch sử nhân loại” của nhà Đông phương học người Anh De Lacy Evans O’Leary, là một tác phẩm tổng quan có hệ thống về sự phát triển tư tưởng Ả Rập từ thế kỷ VI đến XIII, sẽ giúp bạn đọc thoát ra các định kiến sai lầm và khám phá những sự thật thú vị đó.
Những nỗ lực nghiên cứu đã cho thấy rằng chính những đóng góp của thế giới Hồi giáo đã giúp châu Âu bước vào thời Phục hưng với đặc trưng là trào lưu cổ điển học, tức nỗ lực khám phá lại những tác phẩm và giá trị văn hóa, nhất là triết học, của Hy Lạp cổ đại. Nỗ lực này chủ yếu dựa vào, và được kích thích bởi, nguồn tài liệu Ả Rập do họ dịch từ các tác phẩm Hy Lạp, hoặc các triết gia Ả Rập bình luận về nền triết học đó. Vì trong thời của Đế quốc La Mã, không hề có trào lưu dịch thuật tác phẩm Hy Lạp (nhất là triết học) mặc dù họ tiếp thu thần thoại và tôn giáo Hy Lạp.",135200,3,"img31.jpg",C08
LS04,"Đất Nước Việt Nam Qua Các Đời ","Đào Duy Anh","NXB Thế Giới",2025,"“Đất nước Việt Nam qua các đời” là công trình nghiên cứu Địa lý học lịch sử nước ta qua các thời kỳ. Đây có thể coi là một bức tranh tổng quan về địa lý hành chính, cương vực của nhà nước từ buổi sơ khai cho đến quá trình mở mang lãnh thổ và bảo vệ biên giới.",191250,12,"img32.jpg",C08
LS05,"Nhân Chứng Và Lịch Sử","Hồ Sơn Đài","NXB Quân Đội Nhân Dân",2025,"Sách về Nhân Chứng Và Lịch Sử",156800,54,"img65.jpg",C08
LS06,"Hy Vọng - Hồi Ký Đầu Tiên Của Một Vị Giáo Hoàng Trong Lịch Sử (Bìa Cứng)","Đức Giáo Hoàng Phanxicô","NXB Thế Giới",2025,"HY VỌNG là cuốn tự truyện đầu tiên của một vị Giáo hoàng trong lịch sử. Tác phẩm đầy đủ này được viết trong sáu năm qua, ngược dòng thời gian từ đầu thế kỷ 20 với nguồn gốc Ý và cuộc di cư đầy gian nan của tổ tiên tác giả đến châu Mỹ Latinh, tiếp tục qua thời thơ ấu, tuổi trẻ với những đam mê và băn khoăn, lựa chọn ơn gọi, giai đoạn trưởng thành, và kéo dài đến toàn bộ thời kỳ Giáo hoàng và hiện tại.",239000,32,"img66.jpg",C08
LS07,"Những Nẻo Đường Ẩm Thực - Ăn Uống Qua Lăng Kính Lịch Sử Và Văn Hóa","Benjamin A. Wurgaft, Merry I. White","NXB Văn Học",2025,"Lịch sử ẩm thực không chỉ là câu chuyện về những nguyên liệu, mà còn là dòng chảy của con người và các nền văn hóa. Wurgaft và White sử dụng lối kể chuyện sinh động để tái hiện những thực hành ẩm thực đã định hình thế giới: từ những người nông dân Panama canh tác cà phê trong bối cảnh kinh tế toàn cầu, đến những người phụ nữ thời Trung Cổ đảm nhận việc nấu bia - một truyền thống tưởng như giản đơn nhưng lại phản ánh cấu trúc xã hội đương thời. Những nghệ nhân rèn dao Nhật Bản với sự tỉ mỉ trong từng đường lưỡi thép cũng xuất hiện trong cuốn sách như một minh chứng cho việc ẩm thực không chỉ là ăn uống, mà còn là một nghệ thuật mang tính kế thừa qua nhiều thế hệ.",171000,14,"img67.jpg",C08
LS08,"Lịch Sử Các Đội Quân Tiền Thân Quân Đội Nhân Dân Việt Nam","Bộ Tổng tham mưu QĐNDVN. Viện Lịch sử quân sự","NXB Quân Đội Nhân Dân",2025,"Cuốn sách ""Lịch sử các đội quân tiền thân Quân đội nhân dân Việt Nam"" là một tác phẩm nghiên cứu giá trị, tái hiện một giai đoạn lịch sử hào hùng của dân tộc ta. Qua đó, độc giả sẽ được tìm hiểu về quá trình hình thành và phát triển của những đội quân đầu tiên, đặt nền móng cho sự ra đời của Quân đội nhân dân Việt Nam hùng mạnh như ngày nay.",177600,5,"img68.jpg",C08
LT01,"Giáo trình Lập trình Web","TS. Đoàn Thanh Nghị","NXB Đại học Quốc gia Hồ Chí Minh",2022,"Giáo trình cung cấp cho người học các kiến thức nền tảng về thiết kế và lập trình web như: tổng quan về internet và web, mô tả cấu trúc và trình bày các nội dung trên trang web bằng HTML, trang trí định dạng các phần tử trên trang web với CSS, xử lý các sự kiện tương tác phía máy khách bằng Javascript, xây dựng trang web động với ngôn ngữ PHP cùng cơ sở dữ liệu MySQL.
Đặc biệt với hệ thống bài tập thực hành được thiết kế đầy đủ, phù hợp, sẽ cung cấp cho người học kỹ năng cần thiết để thiết kế, xây dựng website hoàn chỉnh và chuyên nghiệp.",99999,15,"img13.jpg",C04
LT02,"LUYỆN THI HỘI THI TIN HỌC TRẺ VỚI SCRATCH 3","Học Viện VIETSTEM","NXB Đại học Quốc gia Hà Nội",2023,"SÁCH LUYỆN THI HỘI THI TIN HỌC TRẺ VỚI SCRATCH 3 - BẢNG A: THI KỸ NĂNG LẬP TRÌNH CẤP TIỂU HỌC",250000,10,"img14.jpg",C04
LT03,"Hành Trang Lập Trình - Những Kỹ Năng Lập Trình Viên Chuyên Nghiệp Cần Có","Vũ Công Tấn Tài","NXB Thanh Niên",2020,"Trong suốt quá trình làm việc và tìm kiếm thông tin, tác giả Vũ Công Tấn Tài nhận ra rằng lập trình viên ở Việt Nam khá cô đơn và thiệt thòi: không có nhiều nguồn thông tin bằng tiếng Việt, nếu có thì cũng nằm rải rác ở nhiều nơi, gây ra không ít khó khăn cho nhiều người.
Với mong muốn chia sẻ thật nhiều kiến thức, trong cuốn sách này, tác giả sẽ đem đến cho các bạn nhiều điều về nghề lập trình cũng như công việc của những nhà phát triển phần mềm – hay chúng ta vẫn hay gọi là nghề “lập trình viên”.",179000,15,"img15.jpg",C04
LT04,"ĐƯỜNG VÀO LẬP TRÌNH PYTHON NÂNG CAO"," PGS.TS Nguyễn Ngọc Giang","NXB Thế Giới",2025,"Trong bối cảnh cả thế giới bắt đầu bước vào thời đại mới đó là thời đại Trí tuệ nhân tạo (AI) thì lập trình đóng một vai trò hết sức quan trọng. Hiểu được lập trình chính là hiểu được bản chất cốt lõi của AI, Machine Learning, Data Mining, Deep Learning. Trong các ngôn ngữ lập trình thường dùng cho Trí tuệ nhân tạo thì Python là ngôn ngữ lập trình được ưa dùng nhất hiện nay. Python giúp người dùng xử lí dữ liệu, giải quyết các bài toán lập trình một cách nhanh chóng. Nó là ngôn ngữ lập trình tốt, dễ đọc và dễ hiểu. Python với các câu lệnh phong phú đáp ứng mọi nhu cầu của người học. Đặc biệt, tốc độ xử lí nhanh, hàm thư viện đa dạng, cộng đồng sử dụng lớn và mang tính toàn cầu đã làm cho Python có một vị trí hết sức quan trọng khi học lập trình. Ngôn ngữ lập trình này chính thức được đưa và giảng dạy ở Trung học phổ thông và trong tất cả các trường Đại học. Những điều vừa đề cập cho thấy cần thiết phải biên soạn thêm nhiều tài liệu tham khảo về lập trình Python.",289000,15,"img16.jpg",C04
